dex_trade_time,trade_tx,token_sold_symbol,token_bought_symbol,dex_trade_usd,nft_trade_time,nft_tx,nft_token,nft_trade_usd,tx_from_address,tx_to_address,gas_used,gas_price,success,,
1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,WMATIC,WETH,1.029241666,1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,erc721,1.009662,0x48a3901e62bdbe686fecf6bd7927372d26555228,0xc2c862322e9c97d6244a3506655da95f05246fd8,2580006,35282584557,TRUE,,
1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,WMATIC,WETH,1.029241666,1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,erc721,0.950984211,0x48a3901e62bdbe686fecf6bd7927372d26555228,0xc2c862322e9c97d6244a3506655da95f05246fd8,2580006,35282584557,TRUE,,
1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,WMATIC,WETH,1.029241666,1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,erc721,0.950984211,0x48a3901e62bdbe686fecf6bd7927372d26555228,0xc2c862322e9c97d6244a3506655da95f05246fd8,2580006,35282584557,TRUE,,
1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,WMATIC,WETH,1.029241666,1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,erc721,0.950984211,0x48a3901e62bdbe686fecf6bd7927372d26555228,0xc2c862322e9c97d6244a3506655da95f05246fd8,2580006,35282584557,TRUE,,
1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,WMATIC,WETH,1.029241666,1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,erc721,0.950984211,0x48a3901e62bdbe686fecf6bd7927372d26555228,0xc2c862322e9c97d6244a3506655da95f05246fd8,2580006,35282584557,TRUE,,
1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,WMATIC,WETH,1.029241666,1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,erc721,0.950984211,0x48a3901e62bdbe686fecf6bd7927372d26555228,0xc2c862322e9c97d6244a3506655da95f05246fd8,2580006,35282584557,TRUE,,
1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,WMATIC,WETH,1.029241666,1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,erc721,0.950984211,0x48a3901e62bdbe686fecf6bd7927372d26555228,0xc2c862322e9c97d6244a3506655da95f05246fd8,2580006,35282584557,TRUE,,
1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,WMATIC,WETH,1.029241666,1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,erc721,0.950984211,0x48a3901e62bdbe686fecf6bd7927372d26555228,0xc2c862322e9c97d6244a3506655da95f05246fd8,2580006,35282584557,TRUE,,
1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,WMATIC,WETH,1.029241666,1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,erc721,0.950984211,0x48a3901e62bdbe686fecf6bd7927372d26555228,0xc2c862322e9c97d6244a3506655da95f05246fd8,2580006,35282584557,TRUE,,
1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,WMATIC,WETH,1.029241666,1/8/2025 4:10,0xc3636acab4774e8961eb1a0bfe61644e628e01c97a571e0cc3d5ab35194c5bca,erc721,0.950984211,0x48a3901e62bdbe686fecf6bd7927372d26555228,0xc2c862322e9c97d6244a3506655da95f05246fd8,2580006,35282584557,TRUE,,
